"","start","end","chr_name","targets","CUB_dmel","ns","s"
"16791",12780863,12800933,"2R",15.6615839249465,0.132725287499547,53,65
"16811",12759865,12760515,"2R",8.10257001093402,0.300095185590149,10,17
"16831",12753312,12756058,"2R",5.15430423526306,0.112050092070936,24,22
"16841",12753312,12754573,"2R",3.5251440066308,0.141005760265232,11,14
"16851",12753312,12754828,"2R",4.15732545810017,0.106598088669235,20,19
"16861",12751697,12752902,"2R",7.43803285564971,0.195737706727624,17,21
"16871",12660247,12667953,"2R",6.1926791124645,0.176933688927557,14,21
"16881",12660247,12665034,"2R",5.08971481811618,0.181775529218435,8,20
"16891",12660247,12661075,"2R",4.00832301090685,0.182196500495766,8,14
"16901",12691541,12692619,"2R",8.80812293892238,0.23179270891901,13,25
"16911",12690168,12690920,"2R",6.01589834398195,0.240635933759278,9,16
"16921",12688798,12689858,"2R",9.42581324938614,0.192363535701758,26,23
"16931",12651446,12652405,"2R",4.7996124906732,0.15998708302244,6,24
"16941",12641026,12643986,"2R",7.17688604169927,0.135412944183005,21,32
"16951",12629031,12632156,"2R",9.44185334529555,0.100445248354208,41,53
"16961",12575978,12585711,"2R",23.179521160946,0.112521947383233,117,89
"16971",12577564,12585711,"2R",19.8915418968696,0.125895834790314,88,70
"16981",12578537,12585711,"2R",19.0559244400089,0.122153361794929,86,70
"16991",12569079,12569726,"2R",4.36770477565548,0.291180318377032,9,6
"17011",12314188,12317175,"2R",8.89419060473137,0.118589208063085,35,40
"17021",12321343,12322099,"2R",4.35744676661292,0.145248225553764,13,17
"17031",12326674,12333493,"2R",20.3908854455497,0.0961834219129704,95,117
"17041",12326674,12332373,"2R",17.4291559655364,0.0957645932172327,76,106
"17051",12335486,12336118,"2R",4.9127628018688,0.196510512074752,17,8
"17071",12345086,12351075,"2R",10.1818175269757,0.0827790042843553,58,65
"17081",12351841,12355289,"2R",12.7531449247437,0.148292382845857,26,60
"17091",12355715,12358969,"2R",20.9790231804171,0.185655072393072,58,55
"17101",12359500,12362781,"2R",7.31136814959741,0.0891630262146026,34,48
"17111",12371662,12375038,"2R",8.09072507278543,0.118981251070374,32,36
"17121",12375369,12375596,"2R",3.92293693885824,0.24518355867864,12,4
"17141",12383910,12384365,"2R",2.75261018001622,0.229384181668018,6,6
"17151",12387057,12389692,"2R",6.74238979622645,0.172881789646832,16,23
"17161",12387057,12389692,"2R",6.9886554147806,0.188882578777854,15,22
"17171",12393483,12394839,"2R",10.6255959015021,0.252990378607194,13,29
"17191",12406005,12406440,"2R",2.95995612231634,0.155787164332439,9,10
"17201",12407864,12408346,"2R",2.54803778371541,0.159252361482213,5,11
"17221",12416455,12418139,"2R",10.9448951224874,0.120273572774587,55,36
"17231",12423710,12425248,"2R",5.56621348832187,0.129446825309811,24,19
"17241",12425711,12426866,"2R",7.76121884400455,0.149254208538549,20,32
"17251",12447766,12451985,"2R",18.5082696612615,0.177964131358284,55,49
"17261",12437390,12451985,"2R",17.7296995938757,0.170477880710343,55,49
"17271",12453517,12464878,"2R",12.4244361920514,0.230082151704656,21,33
"17281",12468753,12471548,"2R",9.90130264622493,0.0970715945708327,48,54
"17291",12471915,12473813,"2R",18.4681784284816,0.186547256853349,50,49
"17301",12480934,12486625,"2R",7.88591586328898,0.160937058434469,17,32
"17311",12515444,12517255,"2R",5.934546260902,0.111972570960415,32,21
"17321",12519233,12521181,"2R",8.04728366128375,0.111767828628941,32,40
"17331",12517407,12518807,"2R",6.04862955416896,0.147527550101682,22,19
"17401",12465756,12468072,"2R",5.50895377197089,0.112427627999406,27,22
"17421",12432346,12435281,"2R",14.292076447893,0.136115013789457,55,50
"17431",12428504,12430936,"2R",10.94765040312,0.173772228620952,36,27
"17441",12426981,12427779,"2R",4.82045830270822,0.150639321959632,16,16
"17451",12420650,12422483,"2R",6.31408259888307,0.134342182954959,20,27
"17471",12379652,12380421,"2R",5.77876463556202,0.206384451270072,15,13
"17481",12339896,12341670,"2R",8.3017873342551,0.138363122237585,28,32
"17491",12323320,12325900,"2R",11.9501790974299,0.123197722653916,42,55
"17521",12028575,12032978,"2R",6.90210632303437,0.0831579075064382,29,54
"17531",12034135,12035875,"2R",3.24349591771049,0.190793877512382,10,7
"17541",12037423,12038776,"2R",5.77981601632843,0.160550444898012,5,31
"17551",12039119,12042580,"2R",15.3805526553251,0.119229090351357,26,103
"17561",12044864,12049162,"2R",5.70470523525078,0.124015331201104,19,27
"17571",12056021,12062042,"2R",6.48155067377685,0.18518716210791,15,20
"17581",12081318,12081746,"2R",3.38745417598018,0.211715885998761,6,10
"17591",12138858,12139154,"2R",3.68361917543795,0.230226198464872,11,5
"17621",12153513,12154067,"2R",0.6162693608365,0.1232538721673,1,4
"17661",12180701,12182197,"2R",10.541986947052,0.146416485375722,42,30
"17671",12186438,12188134,"2R",5.14669790940265,0.166022513206537,9,22
"17681",12190687,12192250,"2R",5.49916518903984,0.122203670867552,28,17
"17691",12214030,12214347,"2R",0.86942682302028,0.173885364604056,1,4
"17711",12254361,12255604,"2R",5.03777157778086,0.193760445299264,6,20
"17721",12254474,12255604,"2R",4.74578101969102,0.189831240787641,6,19
"17731",12257355,12258548,"2R",8.85423169704013,0.158111280304288,23,33
"17751",12209039,12211143,"2R",23.8029982475515,0.301303775285462,36,43
"17781",12192576,12198830,"2R",9.78250938493132,0.0639379698361524,58,95
"17791",12188755,12190362,"2R",6.2766704195432,0.169639741068735,13,24
"17821",12177544,12178473,"2R",2.855274484574,0.105750906836074,15,12
"17861",12154380,12162693,"2R",17.2369171424624,0.122247639308244,52,89
"17881",12143353,12144434,"2R",3.53196869088232,0.160544031403742,11,11
"17911",12064884,12079318,"2R",10.9808324659531,0.224098621754145,14,35
"17921",12051135,12051627,"2R",4.68564012441531,0.334688580315379,9,5
"17931",12025847,12027248,"2R",3.18637109590171,0.109874865375921,9,20
"17941",12025847,12027248,"2R",3.41070376751768,0.117610474741989,9,20
"17971",11768453,11769558,"2R",5.72457092727714,0.212021145454709,12,15
"17981",11790899,11811865,"2R",30.11799894614,0.3011799894614,69,31
"17991",11825416,11826794,"2R",3.58248615071451,0.123534005197052,12,17
"18001",11846078,11851725,"2R",16.6465785458588,0.15413498653573,55,53
"18051",11950073,11966198,"2R",24.3626839649385,0.170368419335234,86,57
"18061",11950073,11966838,"2R",7.0459141521885,0.14091828304377,22,28
"18071",11970982,11975135,"2R",5.96676386253937,0.0621537902347851,51,45
"18081",11970982,11977073,"2R",14.8093618193822,0.16097132412372,53,39
"18111",11983432,11985266,"2R",7.63041396188173,0.305216558475269,11,14
"18121",11981733,11982724,"2R",4.79245789900216,0.154595416096844,19,12
"18131",11981263,11982724,"2R",6.23238343578727,0.135486596430158,26,20
"18141",11979168,11980485,"2R",4.32751107567328,0.123643173590665,18,17
"18151",11977731,11978949,"2R",12.6191645670096,0.1660416390396,46,30
"18161",11967533,11968451,"2R",3.26144926329759,0.181191625738755,7,11
"18171",11904843,11906447,"2R",10.8057337521353,0.183148029697208,20,39
"18181",11887748,11890819,"2R",9.14720830793842,0.190566839748717,29,19
"18191",11865346,11866354,"2R",9.64172398409312,0.438260181095142,8,14
"18201",11862622,11863215,"2R",6.06606987469131,0.202202329156377,19,11
"18211",11842312,11843953,"2R",10.6269401243937,0.151813430348482,36,34
"18221",11827363,11839353,"2R",17.5006178321496,0.116670785547664,82,68
"18231",11787811,11789493,"2R",27.3552506298901,0.314428168159656,50,37
"18251",11654898,11655759,"2R",3.7810530139323,0.140039000516011,17,10
"18261",11668579,11674428,"2R",12.7954744669578,0.0933976238464076,65,72
"18281",11676047,11677895,"2R",10.9749111534715,0.189222606094337,28,30
"18291",11687461,11688554,"2R",3.78240291943802,0.171927405429001,10,12
"18311",11700650,11702449,"2R",11.6408167838396,0.24767695284765,25,22
"18321",11689082,11690719,"2R",6.40548319212027,0.173121167354602,17,20
"18331",11684513,11686414,"2R",21.1529954440872,0.220343702542575,45,51
"18341",11652905,11678365,"2R",2.44947599197949,0.204122999331624,7,5
"18351",11643192,11645526,"2R",5.86662481132844,0.158557427333201,21,16
"18361",11620848,11625192,"2R",20.7291425233828,0.105760931241749,78,118
"18371",11616933,11618971,"2R",9.56115176623064,0.10392556267642,43,49
"18381",11579830,11592119,"2R",30.8846499116134,0.0731863741981361,177,245
"18391",11579830,11580705,"2R",5.99324404545005,0.157716948564475,19,19
"18401",11524602,11527670,"2R",20.4797394645714,0.179646837408521,70,44
"18411",11208292,11216211,"2R",41.5688871224695,0.15061190986402,139,137
"18421",11174775,11216211,"2R",43.0399885756483,0.153167219130421,143,138
"18431",11220381,11221857,"2R",6.90624169239533,0.140943708008068,25,24
"18441",11221026,11221857,"2R",5.40490586089146,0.158967819437984,14,20
"18451",11220324,11221857,"2R",6.55019528034995,0.142395549572825,23,23
"18461",11224587,11226113,"2R",8.04955225031375,0.116660177540779,26,43
"18521",11256601,11258673,"2R",10.967495612438,0.154471769189267,23,48
"18531",11265316,11266767,"2R",6.99900328437926,0.120672470420332,25,33
"18541",11279878,11280411,"2R",5.39960812242094,0.234765570540041,16,7
"18571",11303450,11305489,"2R",7.68218081065079,0.182909066920257,21,21
"18581",11307947,11309522,"2R",9.33756973394832,0.212217493953371,25,19
"18601",11336860,11337675,"2R",5.28904098876459,0.182380723750503,7,22
"18611",11346342,11347100,"2R",14.7559634395772,0.351332462847076,32,10
"18621",11350827,11351585,"2R",13.6088030788555,0.367805488617717,25,12
"18631",11355333,11356091,"2R",19.493690896739,0.367805488617717,36,17
"18641",11356743,11357498,"2R",10.0512948919926,0.223362108710947,22,23
"18661",11361900,11363266,"2R",4.28923309625242,0.158860485046386,13,14
"18671",11366915,11370233,"2R",6.97052980363291,0.0917174974162225,35,41
"18681",11368664,11370233,"2R",8.29835214603272,0.112139893865307,33,41
"18701",11414752,11415312,"2R",8.09880861033693,0.385657552873187,14,7
"18731",11454317,11461810,"2R",20.273954633371,0.090508726041835,135,89
"18741",11412389,11429068,"2R",4.58538773543696,0.114634693385924,28,12
"18751",11385064,11391148,"2R",13.7908952848132,0.168181649814795,25,57
"18771",11370456,11371012,"2R",4.45117252607991,0.234272238214732,10,9
"18781",11359522,11360085,"2R",6.08397119319604,0.217284685471287,12,16
"18791",11358119,11359003,"2R",1.54592593002752,0.128827160835627,9,3
"18811",11353601,11354359,"2R",12.2206140087479,0.370321636628724,22,11
"18831",11345280,11346047,"2R",8.74423244279449,0.312294015814089,14,14
"18841",11344325,11345092,"2R",6.26757766190261,0.32987250852119,8,11
"18851",11341957,11342742,"2R",4.52547068108475,0.18101882724339,5,20
"18861",11340638,11341423,"2R",4.49191851382959,0.109558988142185,20,21
"18871",11339260,11340099,"2R",4.97891112101255,0.150876094576138,18,15
"18881",11319713,11321312,"2R",5.4158319841628,0.13539579960407,10,30
"18891",11305633,11307442,"2R",5.45904621368481,0.181968207122827,11,19
"18911",11293923,11294265,"2R",1.51036976621301,0.167818862912557,3,6
"18921",11291120,11293017,"2R",3.63410619823851,0.0908526549559628,17,23
"18931",11289901,11290932,"2R",5.57063701274914,0.163842265080857,17,17
"18941",11285967,11288544,"2R",11.3008856098577,0.143049184934908,49,30
"18971",11277988,11278406,"2R",3.34149503355645,0.257038079504342,9,4
"18981",11274117,11275232,"2R",1.99351714487378,0.199351714487378,3,7
"18991",11261316,11261790,"2R",2.70391459229459,0.193136756592471,9,5
"19001",11259320,11259839,"2R",3.43667738829226,0.18087775727854,14,5
"19081",11217454,11219167,"2R",4.69689955110358,0.173959242633466,14,13
"19091",10903661,10905488,"2R",7.96142437431341,0.176920541651409,12,33
"19101",10909923,10910482,"2R",7.0166280426165,0.23388760142055,15,15
"19111",10909923,10910482,"2R",7.34357797929915,0.244785932643305,15,15
"19121",11135928,11139258,"2R",9.4574086377703,0.147772009965161,23,41
"19131",11146368,11146800,"2R",2.39445013383532,0.140850007872666,13,4
"19141",11154928,11155223,"2R",2.73840495923838,0.171150309952399,11,5
"19151",11147928,11149777,"2R",7.89112826541193,0.10248218526509,39,38
"19171",10983301,11099633,"2R",29.6384234066238,0.31198340428025,56,39
"19181",10940317,10941588,"2R",18.18073375157,0.313460926751207,25,33
"19191",10645849,10648592,"2R",23.4956224230112,0.179355896358864,59,72
"19201",10648912,10649622,"2R",13.7209917558366,0.428780992369894,19,13
"19221",10725476,10727056,"2R",10.3638198941046,0.191922590631567,21,33
"19251",10809789,10810540,"2R",4.40902473235128,0.18370936384797,7,17
"19261",10811125,10812051,"2R",8.79374988043728,0.19985795182812,20,24
"19271",10814077,10815107,"2R",1.96830556381743,0.178936869437948,4,7
"19281",10820073,10820980,"2R",4.71958771446554,0.168556704088055,16,12
"19301",10823700,10827376,"2R",12.6080528455813,0.16374094604651,29,48
"19311",10875837,10877213,"2R",6.94424903080368,0.136161745702033,26,25
"19321",10886977,10892555,"2R",10.4759540959519,0.0943779648283959,54,57
"19331",10894603,10896943,"2R",7.19400995418096,0.09991680491918,28,44
"19371",10877494,10879605,"2R",5.28184667699262,0.0926639767893443,23,34
"19381",10874978,10875371,"2R",5.05837548000309,0.297551498823711,8,9
"19391",10839906,10856307,"2R",22.7888295047505,0.0918904415514134,121,127
"19411",10828659,10833869,"2R",11.6326024998434,0.197162754234634,23,36
"19431",10821188,10821610,"2R",2.53663260317374,0.253663260317374,5,5
"19441",10816199,10819100,"2R",8.70814649651312,0.102448782311919,53,32
"19451",10812366,10812749,"2R",2.50864055013564,0.167242703342376,8,7
"19461",10810620,10810876,"2R",0.91037834196285,0.151729723660475,2,4
"19471",10800726,10805686,"2R",47.0847205594217,0.275349243037554,110,61
"19481",10740932,10757450,"2R",24.6716503995546,0.131232182976354,100,88
"19491",10738761,10739720,"2R",4.49477426548948,0.172875933288057,12,14
"19501",10729642,10730861,"2R",8.87535052894821,0.216471964120688,17,24
"19511",10723813,10725030,"2R",2.69388616689638,0.134694308344819,4,16
"19521",10642014,10645130,"2R",11.7460737584113,0.124958231472461,31,63
"19531",10418805,10419652,"2R",7.22269479879883,0.267507214770327,17,10
"19541",10422233,10422835,"2R",6.33135380372014,0.263806408488339,13,11
"19561",10431672,10435219,"2R",9.08527837461278,0.116477927879651,50,28
"19571",10430586,10435219,"2R",12.4051073971476,0.0918896844233157,93,42
"19581",10439514,10461697,"2R",3.43014593160517,0.163340282457389,6,15
"19591",10445507,10461697,"2R",3.64669015871607,0.173651912319813,8,13
"19601",10468634,10469443,"2R",4.27530217383568,0.203585817801699,9,12
"19621",10561805,10614838,"2R",18.1495502322565,0.114870571090231,84,74
"19631",10561805,10614838,"2R",18.5558355114433,0.117441996907869,84,74
"19641",10611492,10614838,"2R",17.6390351249951,0.169606106971107,57,47
"19691",10466146,10468445,"2R",11.9863999412533,0.108967272193212,49,61
"19701",10449690,10456127,"2R",8.95652265042566,0.116318475979554,40,37
"19711",10449690,10452389,"2R",7.76188687709131,0.136173453984058,28,29
"19721",10436752,10437337,"2R",7.01388056506292,0.304951328915779,9,14
"19731",10426972,10427819,"2R",6.25468288148575,0.25018731525943,15,10
"19741",10420704,10421003,"2R",1.64956157847263,0.164956157847263,3,7
"19751",10410773,10411213,"2R",7.03935967864574,0.335207603745035,13,8
"19771",10409158,10409751,"2R",7.73039065806032,0.406862666213701,6,13
"19781",10406978,10407445,"2R",2.00571324229778,0.167142770191482,2,10
"19791",10377960,10379738,"2R",25.1753368800116,0.259539555464037,49,48
"19801",10139427,10142031,"2R",7.09926829007529,0.202836236859294,15,20
"19811",10140819,10142031,"2R",7.57964598533541,0.168436577451898,26,19
"19821",10142385,10145879,"2R",17.2838658493985,0.172838658493985,44,56
"19841",10248132,10249157,"2R",2.32039943174216,0.136494084220127,6,11
"19881",10269048,10306310,"2R",11.9837301141326,0.137744024300375,47,40
"19891",10294859,10306310,"2R",9.35949333516574,0.139693930375608,32,35
"19901",10279341,10306310,"2R",32.116859609938,0.0748644746152402,248,181
"19911",10288229,10306310,"2R",14.1671139581454,0.120060287780893,61,57
"19921",10288002,10306310,"2R",14.3687637882645,0.118750113952599,62,59
"19931",10294859,10306310,"2R",17.3766015668418,0.0658204604804612,127,137
"19941",10301468,10306310,"2R",12.4060142263927,0.136329826663656,49,42
"19951",10304713,10306310,"2R",7.29987280849383,0.178045678255947,22,19
"19961",10294490,10306310,"2R",9.61421426942398,0.131701565334575,36,37
"19971",10310235,10311077,"2R",4.2051434829752,0.1450049476888,14,15
"19981",10314274,10321721,"2R",38.4610918489346,0.17888879929737,99,116
"19991",10355041,10355232,"2R",1.16107498360237,0.232214996720474,0,5
"20001",10311175,10312023,"2R",4.00284243500549,0.121298255606227,16,17
"20011",10307308,10309663,"2R",13.8888112380543,0.136164816059356,41,61
"20021",10249754,10251974,"2R",2.9404703023303,0.172968841313547,8,9
"20031",10250573,10251974,"2R",1.61661666859753,0.115472619185538,5,9
"20041",10246338,10247414,"2R",6.63860437131976,0.150877372075449,23,21
"20051",10233877,10234212,"2R",3.75670782525964,0.341518893205422,6,5
"20071",10208011,10222606,"2R",7.00164555688013,0.166705846592384,21,21
"20081",10156673,10158049,"2R",13.7024829960862,0.240394438527828,30,27
"20091",9848125,9850544,"2R",13.1948255247611,0.175931006996815,46,29
"20111",9865704,9866531,"2R",4.05043075501493,0.150015953889442,18,9
"20171",9909139,9910179,"2R",7.485670233456,0.202315411715027,22,15
"20181",9911255,9913362,"2R",5.47198563556687,0.118956209468845,23,23
"20191",9960201,9963364,"2R",8.28481477873148,0.150632995976936,38,17
"20201",9969220,9970533,"2R",3.10822221693266,0.119547008343564,15,11
"20211",9971394,9972738,"2R",7.51837050325046,0.192778730852576,24,15
"20241",9989287,9993074,"2R",20.0460139201382,0.247481653335039,46,35
"20261",10027628,10028441,"2R",9.5386852566243,0.433576602573832,14,8
"20291",10057269,10063156,"2R",6.52915880267449,0.114546645660956,26,31
"20301",10066814,10067185,"2R",4.34880664270432,0.217440332135216,14,6
"20321",10079012,10083935,"2R",3.05555968045422,0.101851989348474,16,14
"20331",10079012,10083935,"2R",3.25711993745868,0.108570664581956,16,14
"20341",10090598,10095240,"2R",10.1966750903508,0.11205137461924,52,39
"20351",10090598,10095240,"2R",9.44125961011968,0.09834645427208,54,42
"20361",10097267,10098133,"2R",2.64564294424836,0.139244365486756,8,11
"20401",10109842,10116872,"2R",18.0582352564088,0.173636877465469,62,42
"20411",10111429,10116872,"2R",22.317539800925,0.250758874167697,52,37
"20421",10111429,10116872,"2R",22.9954743713811,0.255505270793123,52,38
"20431",10118102,10121023,"2R",7.92446184550596,0.104269234809289,48,28
"20451",10071214,10075605,"2R",18.2975851012387,0.169422084270729,49,59
"20461",10067239,10068634,"2R",5.66645245024456,0.138206157323038,15,26
"20471",10063747,10066486,"2R",10.113508227126,0.091112686730865,64,47
"20481",10054292,10054567,"2R",3.53041609084326,0.185811373202277,12,7
"20501",10036947,10048346,"2R",11.0082929859206,0.129509329246125,56,29
"20521",10029808,10032529,"2R",4.90523903287508,0.122630975821877,23,17
"20531",9996494,10005370,"2R",3.43679244454003,0.132184324790001,14,12
"20541",9964033,9964716,"2R",4.19958117515637,0.221030588166125,10,9
"20561",9916749,9921663,"2R",9.76736911058397,0.128518014612947,43,33
"20571",9916749,9921663,"2R",10.6771616955374,0.142362155940498,42,33
"20581",9916749,9921663,"2R",10.9283869652915,0.145711826203886,42,33
"20591",9916749,9921663,"2R",10.7672264173458,0.143563018897944,42,33
"20601",9916749,9921663,"2R",9.9120870134701,0.135782013883152,42,31
"20611",9899198,9901142,"2R",11.6137741089597,0.215069890906661,35,19
"20631",9877129,9881192,"2R",11.6740440974343,0.104232536584235,74,38
"20641",9851140,9856182,"2R",39.4230160785472,0.28567402955469,81,57
"20651",9851140,9856182,"2R",40.5134774787455,0.295718813713471,81,56
"20661",9606087,9606970,"2R",2.67704169111322,0.157473040653719,9,8
"20671",9607367,9608222,"2R",5.44133431396661,0.226722263081942,15,9
"20681",9706292,9707433,"2R",12.2941493065563,0.227669431602895,33,21
"20691",9707571,9708536,"2R",3.51437920520287,0.167351390723946,9,12
"20701",9712940,9715080,"2R",3.997386254114,0.266492416940933,6,9
"20711",9755730,9765394,"2R",15.6871095573504,0.119748927918705,67,64
"20721",9795435,9797971,"2R",16.7366296801187,0.220218811580509,36,40
"20731",9817320,9818434,"2R",16.0982245709794,0.198743513221968,55,26
"20751",9839828,9841046,"2R",3.41251142395862,0.106640981998707,17,15
"20781",9828430,9829797,"2R",17.0949716502469,0.271348756353125,40,23
"20801",9811481,9819858,"2R",11.4363043552557,0.211783413986217,36,18
"20811",9811481,9812748,"2R",9.80613968985175,0.181595179441699,36,18
"20821",9766568,9779738,"2R",28.6552326588979,0.163744186622274,120,55
"20851",9612095,9682932,"2R",9.40062122919293,0.0870427891591938,76,32
"20861",9608352,9609409,"2R",2.484324717476,0.138018039859778,7,11
"20871",9345422,9346609,"2R",9.38000134489766,0.173703728609216,23,31
"20881",9399089,9399751,"2R",3.8746184558496,0.184505640754743,10,11
"20891",9415061,9417647,"2R",5.50525882368766,0.119679539645384,20,26
"20901",9427250,9433270,"2R",2.40723723216692,0.0752261635052162,16,16
"20911",9495198,9503036,"2R",17.4351345223286,0.217939181529107,50,30
"20921",9559598,9561065,"2R",2.34730620020812,0.0670658914345178,17,18
"20931",9561699,9563791,"2R",9.52369708540801,0.176364760840889,28,26
"20951",9579575,9581687,"2R",4.42500298275941,0.113461614942549,17,22
"20971",9584787,9586039,"2R",4.48028538433283,0.160010192297601,14,14
"20981",9587483,9587924,"2R",2.34412355999448,0.234412355999448,6,4
"20991",9591029,9592412,"2R",9.71940313685341,0.206795811422413,32,15
"21011",9598584,9599447,"2R",6.08343073428247,0.119282955574166,32,19
"21021",9601489,9602860,"2R",4.49591935202019,0.149863978400673,17,13
"21031",9599912,9601211,"2R",5.98060158667497,0.161637880720945,17,20
"21041",9586128,9586665,"2R",3.79465952996838,0.122408371934464,25,6
"21061",9545359,9546903,"2R",4.48302013930752,0.135849095130531,15,18
"21071",9435278,9437695,"2R",11.5022839068897,0.205397926908744,34,22
"21081",9422421,9423622,"2R",10.5864246359275,0.158006337849664,40,27
"21091",9401038,9409510,"2R",6.43524466795441,0.121419710716121,39,14
"21101",9401038,9409273,"2R",4.7144047514198,0.117860118785495,28,12
"21111",9396482,9398631,"2R",12.806879310221,0.251115280592569,15,36
"21131",9362653,9362889,"2R",0.779480761399788,0.111354394485684,3,4
"21141",9317544,9320168,"2R",21.7535778256359,0.115710520349127,116,72
"21161",9080116,9082289,"2R",6.52716263552722,0.120873382139393,33,21
"21171",9080116,9082289,"2R",6.66112633963807,0.123354191474779,33,21
"21181",9087911,9089772,"2R",7.80666292560216,0.147295526898154,30,23
"21211",9110896,9111479,"2R",2.36655784993288,0.197213154161073,5,7
"21241",9116323,9120535,"2R",6.17223916325217,0.106417916607796,33,25
"21251",9116323,9119070,"2R",4.36277019260427,0.106409029087909,21,20
"21261",9116323,9119950,"2R",4.06398590169799,0.0967615690880473,21,21
"21271",9117157,9119950,"2R",4.53831863979766,0.108055205709468,21,21
"21281",9117157,9119070,"2R",4.87006669920893,0.118782114614852,21,20
"21291",9117157,9120535,"2R",6.28474066069635,0.108357597598213,33,25
"21301",9117190,9119070,"2R",5.01817414766712,0.122394491406515,21,20
"21311",9117190,9120535,"2R",6.62574998424423,0.114237068693866,33,25
"21321",9117190,9119950,"2R",4.69190374907335,0.111711994025556,21,21
"21341",9133154,9135050,"2R",12.6362710906666,0.217866742942527,36,22
"21371",9145587,9148213,"2R",4.48652331315981,0.0997005180702181,24,21
"21381",9195334,9199764,"2R",11.5559883489014,0.129842565717993,54,35
"21391",9207765,9209102,"2R",14.5398557814601,0.250687168645863,31,27
"21401",9237552,9239654,"2R",9.73737040951285,0.198721845092099,15,34
"21411",9240082,9242039,"2R",8.13856372508456,0.198501554270355,23,18
"21441",9286848,9288909,"2R",5.93657834416578,0.10993663600307,25,29
"21451",9286848,9287959,"2R",2.6292800983973,0.105171203935892,13,12
"21461",9292858,9299429,"2R",10.583395638118,0.192425375238509,27,28
"21471",9303897,9307794,"2R",15.0973607143274,0.222020010504814,35,33
"21501",9254067,9283848,"2R",9.68552944989399,0.078109108466887,57,67
"21511",9254067,9283848,"2R",11.8965901075336,0.0752948740983138,76,82
"21521",9254067,9272050,"2R",9.91920227398289,0.0799935667256685,57,67
"21531",9254067,9272050,"2R",11.8744532250807,0.0751547672473461,76,82
"21541",9254067,9256287,"2R",5.72582705185125,0.0923520492234073,25,37
"21551",9228582,9246894,"2R",29.4339456064607,0.241261849233284,80,42
"21561",9228582,9246894,"2R",27.0945915189565,0.220281231861435,81,42
"21571",9229089,9246894,"2R",27.0680350987269,0.239540133617052,73,40
"21591",9188017,9191429,"2R",7.49362007763217,0.202530272368437,26,11
"21601",9168137,9176779,"2R",11.3973509569515,0.0754791454102748,70,81
"21611",9162730,9164950,"2R",7.58866647040469,0.158097218133431,29,19
"21621",9162730,9164431,"2R",4.42677372484471,0.130199227201315,19,15
"21631",9158615,9160628,"2R",3.51450779161578,0.140580311664631,10,15
"21651",9135562,9137599,"2R",8.7057926976162,0.174115853952324,26,24
"21661",9135562,9137236,"2R",4.34014208174357,0.180839253405982,15,9
"21671",9123705,9131499,"2R",14.3398528288245,0.121524176515462,64,54
"21701",9097314,9098450,"2R",5.29093781549624,0.151169651871321,21,14
"21731",8799065,8852599,"2R",36.5884817471098,0.17761398906364,130,76
"21751",8862957,8887812,"2R",69.0088358757541,0.16548881504977,222,195
"21761",8862957,8887812,"2R",70.480266548726,0.171484833451888,217,194
"21771",8862957,8887812,"2R",70.1797730471419,0.168701377517168,221,195
"21781",8862957,8887812,"2R",69.2957495287222,0.168193566817287,218,194
"21791",8891954,8893243,"2R",9.41770903930134,0.204732805202203,30,16
"21821",8900342,8900572,"2R",3.1789358585913,0.244533527583946,10,3
"21831",8902348,8902557,"2R",1.53835802505024,0.19229475313128,4,4
"21861",8922998,8924700,"2R",22.089259355778,0.2401006451715,60,32
"21871",8925762,8926736,"2R",5.64159682459128,0.161188480702608,22,13
"21911",8952972,8960456,"2R",6.22653988140098,0.102074424285262,40,21
"21931",9017967,9018871,"2R",3.47578908799757,0.193099393777643,9,9
"21941",9060626,9061860,"2R",6.12222521863558,0.174920720532445,21,14
"21951",9046509,9059323,"2R",20.6843101601442,0.318220156309911,41,24
"21961",9042400,9044620,"2R",26.1980563365271,0.323432794278112,35,46
"21971",9039794,9042087,"2R",12.5180265873108,0.158456032750769,26,53
"21981",9019436,9023392,"2R",37.0912871403232,0.215647018257693,103,69
"21991",9014509,9016679,"2R",16.5644177333452,0.215122308225262,54,23
"22001",8963544,8965476,"2R",6.5042575630977,0.15486327531185,32,10
"22031",8927075,8928099,"2R",8.10188250986784,0.13968762948048,42,16
"22041",8919353,8920090,"2R",4.89066856078144,0.244533428039072,11,9
"22051",8911183,8913566,"2R",13.1783701879833,0.306473725301938,22,21
"22081",8900653,8901307,"2R",7.34451211173211,0.159663306776785,31,15
"22091",8898810,8900120,"2R",5.98702570045608,0.13923315582456,27,16
"22111",8948756,8950756,"2R",1.06917278087222,0.118796975652469,6,3
"22121",8570531,8572009,"2R",6.72731566597319,0.172495273486492,21,18
"22141",8600582,8610885,"2R",10.2590284579425,0.0977050329327859,53,52
"22151",8625526,8626099,"2R",6.4833263152152,0.231547368400543,17,11
"22161",8628042,8630072,"2R",6.9092533754968,0.113266448778636,29,32
"22171",8674849,8681602,"2R",3.67479477583256,0.108082199289193,9,25
"22181",8676473,8681602,"2R",3.73054066748727,0.109721784337861,9,25
"22191",8677335,8677592,"2R",1.07687875291184,0.153839821844548,3,4
"22201",8691469,8692281,"2R",6.03603991683638,0.317686311412441,8,11
"22211",8696619,8698522,"2R",15.2674522741344,0.258770377527702,34,25
